name,enabled,postOnly,priceIncrement,sizeIncrement,minProvideSize,last,bid,ask,price,type,baseCurrency,isEtfMarket,quoteCurrency,underlying,restricted,highLeverageFeeExempt,largeOrderThreshold,change1h,change24h,changeBod,quoteVolume24h,volumeUsd24h,priceHigh24h,priceLow24h,tokenizedEquity
BCHBEAR/USDT,True,False,5e-08,1000.0,1000.0,0.00017295,0.00016645,0.00017075,0.00017075,spot,BCHBEAR,True,USDT,,False,True,500.0,0.006187389510901591,-0.0008777062609713282,0.0,631.19985,631.13357401575,0.0001748,0.00016295,
BCHBULL/USD,True,False,1e-07,100.0,100.0,0.0004444,0.000437,0.000447,0.0004444,spot,BCHBULL,True,USD,,False,True,500.0,-0.010244988864142539,0.007481296758104738,-0.008035714285714285,484.64541,484.64541,0.000458,0.0004223,
BCHBULL/USDT,True,False,1e-07,100.0,100.0,0.00045,0.0004313,0.0004463,0.0004463,spot,BCHBULL,True,USDT,,False,True,500.0,-0.007119021134593994,0.009957003847024214,0.0,118.55563,118.54318165885,0.0004618,0.0004279,
BCHHALF/USD,True,False,0.5,1e-05,1e-05,7627.0,7790.5,7828.5,7790.5,spot,BCHHALF,True,USD,,False,True,500.0,-0.001153920123084813,-0.002049574072887978,-0.000641395676993137,0.0,0.0,7858.5,7627.0,
BCHHEDGE/USD,True,False,0.05,0.0001,0.0001,315.7,326.1,329.2,326.1,spot,BCHHEDGE,True,USD,,False,True,500.0,0.0013818516812528789,0.004466348375173263,0.0,0.0,0.0,332.05,316.4,
BEAR/USD,True,False,5e-08,1000.0,1000.0,0.00010545,0.0001052,0.0001054,0.0001054,spot,BEAR,True,USD,,False,True,500.0,0.0057251908396946565,0.0028544243577545195,0.0,1348432.25384,1348432.25384,0.00010925,0.00010055,
BEAR/USDT,True,False,5e-08,1000.0,1000.0,0.00010565,0.00010545,0.0001056,0.0001056,spot,BEAR,True,USDT,,False,True,500.0,0.006193425440686041,0.0038022813688212928,0.0,688980.83851,688908.4955219565,0.00010992,0.00010055,
BEARSHIT/USD,True,False,1e-08,10000.0,10000.0,6.4e-06,6.31e-06,6.4e-06,6.4e-06,spot,BEARSHIT,True,USD,,False,True,500.0,0.006289308176100629,0.06135986733001658,0.014263074484944533,12172.1353,12172.1353,7.03e-06,5.82e-06,
BNBBEAR/USD,True,False,1e-08,10000000.0,10000000.0,1e-08,,5e-08,,spot,BNBBEAR,True,USD,,False,True,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
BNBBEAR/USDT,True,False,1e-08,10000000.0,10000000.0,1e-08,1e-08,3e-08,1e-08,spot,BNBBEAR,True,USDT,,False,True,500.0,0.0,0.0,0.0,0.0,0.0,1e-08,1e-08,
BNBBULL/USD,True,False,0.05,0.001,0.001,123.35,124.2,124.85,124.2,spot,BNBBULL,True,USD,,False,True,500.0,0.0,-0.009569377990430622,0.002825999192571659,4564.6291,4564.6291,126.45,117.7,
BNBBULL/USDT,True,False,0.05,0.001,0.001,123.05,124.25,125.15,124.25,spot,BNBBULL,True,USDT,,False,True,500.0,0.0008054772452678212,-0.007984031936127744,0.0,3503.3857,3503.0178445015,126.45,117.6,
BNBHALF/USD,True,False,2.5,1e-06,1e-06,43152.5,42857.5,42962.5,42962.5,spot,BNBHALF,True,USD,,False,True,500.0,0.00017460132697008496,-0.0016266775111834079,0.00011639411045801082,0.0,0.0,43152.5,42542.5,
BNBHEDGE/USD,True,False,0.001,0.01,0.01,7.115,7.253,7.286,7.253,spot,BNBHEDGE,True,USD,,False,True,500.0,-0.0006888950124001103,0.0023493642896627973,-0.0002756719503790489,0.0,0.0,7.403,7.118,
BSVBEAR/USD,True,False,1e-08,10000.0,10000.0,1.021e-05,1.093e-05,1.103e-05,1.093e-05,spot,BSVBEAR,True,USD,,False,True,500.0,0.004595588235294118,0.01863932898415657,-0.0009140767824497258,99.9559,99.9559,1.155e-05,9.77e-06,
BSVBEAR/USDT,True,False,1e-08,10000.0,10000.0,1.1e-05,1.092e-05,1.103e-05,1.1e-05,spot,BSVBEAR,True,USDT,,False,True,500.0,0.0027347310847766638,0.01569713758079409,0.0,1127.0688,1126.950457776,1.156e-05,9.74e-06,
BSVBULL/USD,True,False,1e-08,100000.0,100000.0,1.15e-06,1.16e-06,1.18e-06,1.16e-06,spot,BSVBULL,True,USD,,False,True,500.0,-0.008547008547008548,-0.025210084033613446,0.0,149.155,149.155,1.3e-06,1.12e-06,
BSVBULL/USDT,True,False,1e-08,100000.0,100000.0,1.19e-06,1.16e-06,1.19e-06,1.19e-06,spot,BSVBULL,True,USDT,,False,True,500.0,0.0,0.00847457627118644,0.0,6.012,6.01136874,1.3e-06,1.09e-06,
BSVHALF/USD,True,False,0.25,1e-05,1e-05,4807.25,4445.75,4452.75,4452.75,spot,BSVHALF,True,USD,,False,True,500.0,-0.0009535562037244783,-0.0030784730773536326,0.0,0.0,0.0,4730.0,4410.75,
BSVHEDGE/USD,True,False,0.025,0.001,0.001,255.925,275.375,276.125,275.375,spot,BSVHEDGE,True,USD,,False,True,500.0,0.0012726115807653849,0.005109955287891231,0.0,0.0,0.0,280.675,258.825,
BULL/USD,True,False,0.5,0.0001,0.0001,1645.5,1644.0,1646.0,1645.5,spot,BULL,True,USD,,False,True,500.0,-0.004236006051437216,-0.0036330608537693005,0.00030395136778115504,1425418.47085,1425418.47085,1735.5,1582.5,
BULL/USDT,True,False,0.5,0.0001,0.0001,1639.0,1645.5,1646.0,1645.5,spot,BULL,True,USDT,,False,True,500.0,-0.005139056831922612,-0.004537205081669692,0.0036596523330283625,718029.4967,717954.1036028465,1722.0,1583.0,
BULLSHIT/USD,True,False,0.0005,0.1,0.1,1.72,1.719,1.731,1.72,spot,BULLSHIT,True,USD,,False,True,500.0,-0.002320185614849188,-0.05727596601808715,0.0,10059.5757,10059.5757,1.8885,1.532,
BVOL/BTC,True,False,5e-05,0.0001,0.0001,0.0109,0.01045,0.0108,0.0108,spot,BVOL,True,BTC,,False,True,500.0,-0.004608294930875576,0.02857142857142857,0.0,0.03822518,1472.9507503906539,0.0109,0.01035,
BVOL/USD,True,False,0.05,0.0001,0.0001,408.85,406.75,413.15,408.85,spot,BVOL,True,USD,,False,True,500.0,-0.0012214486380847686,-0.004262055528494886,0.0,42360.09389,42360.09389,415.9,397.0,
BVOL/USDT,True,False,0.05,0.0001,0.0001,414.0,406.65,413.2,413.2,spot,BVOL,True,USDT,,False,True,500.0,-0.001932367149758454,0.007436303791295867,0.0,282.92412,282.8944129674,414.0,402.9,
COMPBEAR/USD,True,False,1e-08,10000.0,10000.0,3.87e-06,3.5e-06,3.7e-06,3.7e-06,spot,COMPBEAR,True,USD,,False,True,500.0,0.024930747922437674,0.06628242074927954,0.01092896174863388,0.0,0.0,3.87e-06,3.29e-06,
COMPBEAR/USDT,True,False,1e-08,10000.0,10000.0,3.6e-06,3.5e-06,3.64e-06,3.6e-06,spot,COMPBEAR,True,USDT,,False,True,500.0,0.00558659217877095,0.04046242774566474,0.0,0.0,0.0,3.81e-06,3.28e-06,
COMPBULL/USD,True,False,1e-06,10.0,10.0,0.003278,0.003416,0.003552,0.003416,spot,COMPBULL,True,USD,,False,True,500.0,-0.012431338537149466,-0.051901193449902856,0.001465845793022574,1443.53391,1443.53391,0.003872,0.003202,
COMPBULL/USDT,True,False,1e-06,10.0,10.0,0.0032,0.003414,0.003556,0.003414,spot,COMPBULL,True,USDT,,False,True,500.0,-0.01186685962373372,-0.05008347245409015,0.0,160.20012,160.1832989874,0.003792,0.0032,
COMPHALF/USD,True,False,0.5,1e-05,1e-05,10609.0,9346.5,9366.0,9366.0,spot,COMPHALF,True,USD,,False,True,500.0,-0.001971335713144014,-0.009046183145532455,0.0002669941795268863,0.0,0.0,10298.0,9222.5,
COMPHEDGE/USD,True,False,0.01,0.001,0.001,101.0,103.89,104.26,103.89,spot,COMPHEDGE,True,USD,,False,True,500.0,0.0036711428847454354,0.013165593914569925,-0.0010576923076923077,18.281,18.281,107.08,100.72,
CUSDTBEAR/USD,True,False,5.0,1e-05,1e-05,12465.0,12170.0,12615.0,12465.0,spot,CUSDTBEAR,True,USD,,False,True,500.0,0.0,0.0,0.0,0.0,0.0,12465.0,12465.0,
CUSDTBEAR/USDT,True,False,5.0,1e-05,1e-05,12500.0,12170.0,12735.0,12500.0,spot,CUSDTBEAR,True,USDT,,False,True,500.0,0.0,0.0,0.0,0.0,0.0,12500.0,12500.0,
CUSDTBULL/USD,True,False,1.0,1e-05,1e-05,4290.0,4294.0,4560.0,4294.0,spot,CUSDTBULL,True,USD,,False,True,500.0,0.0006991377301328362,0.006799531066822978,0.0,17.4603,17.4603,4294.0,4185.0,
CUSDTBULL/USDT,True,False,1.0,1e-05,1e-05,4220.0,4293.0,4418.0,4293.0,spot,CUSDTBULL,True,USDT,,False,True,500.0,0.00046609182008855747,-0.028073352954494,0.0,119.36448,119.3519467296,4417.0,4220.0,
CUSDTHALF/USD,True,False,0.25,1e-05,1e-05,5142.25,5106.5,5197.75,5142.25,spot,CUSDTHALF,True,USD,,False,True,500.0,0.0,0.0,0.0,0.0,0.0,5142.25,5142.25,
CUSDTHEDGE/USD,True,False,0.5,1e-05,1e-05,6343.5,6001.0,6176.5,6176.5,spot,CUSDTHEDGE,True,USD,,False,True,500.0,-0.00016187778227438285,-0.0017777777777777779,0.0,0.0,0.0,6188.0,6176.0,
DEFIBEAR/USD,True,False,2.5e-07,100.0,100.0,0.00064575,0.0006575,0.0006685,0.0006575,spot,DEFIBEAR,True,USD,,False,True,500.0,0.01114955786236063,0.051159072741806554,-0.001139384732244588,7711.61945,7711.61945,0.00072025,0.00060675,
DEFIBEAR/USDT,True,False,2.5e-07,100.0,100.0,0.000596,0.00065775,0.0006685,0.00065775,spot,DEFIBEAR,True,USDT,,False,True,500.0,0.012702078521939953,0.046123260437375746,-0.0007595898214963919,1864.297925,1864.102173717875,0.00071725,0.000596,
DEFIBULL/USD,True,False,0.00025,0.1,0.1,0.7605,0.75475,0.7575,0.7575,spot,DEFIBULL,True,USD,,False,True,500.0,-0.007858546168958742,-0.05578061701464631,0.0006605019815059445,10902.084425,10902.084425,0.8315,0.687,
DEFIBULL/USDT,True,False,0.00025,0.1,0.1,0.7665,0.7515,0.7615,0.7615,spot,DEFIBULL,True,USDT,,False,True,500.0,0.0,-0.04663536776212832,0.0,1658.39415,1658.22001861425,0.8355,0.687,
DEFIHALF/USD,True,False,0.5,1e-05,1e-05,12325.0,12291.0,12326.0,12325.0,spot,DEFIHALF,True,USD,,False,True,500.0,0.0,-0.008925699581859119,0.0,0.0,0.0,12508.5,12122.5,
DEFIHEDGE/USD,True,False,0.025,0.001,0.001,177.625,181.975,183.0,181.975,spot,DEFIHEDGE,True,USD,,False,True,500.0,0.0037231108659680086,0.015910676901605025,-0.0002746875429199286,725.24545,725.24545,187.6,177.225,
DOGEBEAR2021/USD,True,False,0.0005,0.1,0.1,1.766,1.7475,1.76,1.76,spot,DOGEBEAR2021,True,USD,,False,True,500.0,0.01178499568841621,0.05389221556886228,0.0,45962.0922,45962.0922,1.8655,1.643,
DOGEBULL/USD,True,False,0.0005,0.1,0.1,1.15,1.1455,1.154,1.15,spot,DOGEBULL,True,USD,,False,True,500.0,-0.009474590869939707,-0.048013245033112585,0.0,116029.6663,116029.6663,1.23,1.0655,
DOGEHALF/USD,True,False,5.0,1e-06,1e-06,114845.0,105550.0,105915.0,105915.0,spot,DOGEHALF,True,USD,,False,True,500.0,-0.0015083667216592034,-0.009260558439736215,0.0,0.0,0.0,111500.0,104685.0,
DOGEHEDGE/USD,True,False,5e-05,0.1,0.1,0.60075,0.58425,0.58815,0.58815,spot,DOGEHEDGE,True,USD,,False,True,500.0,0.002471450485767854,0.018529742834877478,0.0,31.97559,31.97559,0.60075,0.57445,
DRGNBEAR/USD,True,False,1e-08,10000.0,10000.0,4.04e-06,3.91e-06,3.97e-06,3.97e-06,spot,DRGNBEAR,True,USD,,False,True,500.0,-0.00997506234413965,0.06149732620320856,0.0,115.9279,115.9279,4.38e-06,3.55e-06,
DRGNBULL/USD,True,False,0.0001,1.0,1.0,0.2581,0.2604,0.2639,0.2604,spot,DRGNBULL,True,USD,,False,True,500.0,0.008911274699728787,-0.06330935251798561,0.000384172109104879,487.6395,487.6395,0.2894,0.229,
DRGNHALF/USD,True,False,1.0,1e-05,1e-05,20929.0,18542.0,18596.0,18596.0,spot,DRGNHALF,True,USD,,False,True,500.0,0.0014001077005923533,-0.010429970200085143,0.0,0.0,0.0,20038.0,18211.0,
DRGNHEDGE/USD,True,False,0.005,0.001,0.001,50.165,51.51,51.775,51.51,spot,DRGNHEDGE,True,USD,,False,True,500.0,-0.0030000967773153972,0.014775413711583925,9.707795359673819e-05,17.808575,17.808575,54.29,49.98,
EOSBEAR/USD,True,False,1e-08,10000.0,10000.0,9.57e-06,9.24e-06,9.34e-06,9.34e-06,spot,EOSBEAR,True,USD,,False,True,500.0,0.013015184381778741,0.010822510822510822,0.0,1309.2061,1309.2061,1.01e-05,8.64e-06,
EOSBEAR/USDT,True,False,1e-08,10000.0,10000.0,9.21e-06,9.24e-06,9.34e-06,9.24e-06,spot,EOSBEAR,True,USDT,,False,True,500.0,0.003257328990228013,-0.004310344827586207,0.0010834236186348862,196.6488,196.628151876,1.009e-05,8.64e-06,
EOSBULL/USD,True,False,1e-08,10000.0,10000.0,7.95e-06,7.96e-06,8.04e-06,7.96e-06,spot,EOSBULL,True,USD,,False,True,500.0,-0.01728395061728395,-0.018495684340320593,-0.0037546933667083854,8648.8905,8648.8905,8.57e-06,7.3e-06,
EOSBULL/USDT,True,False,1e-08,10000.0,10000.0,8.07e-06,7.96e-06,8.04e-06,8.04e-06,spot,EOSBULL,True,USDT,,False,True,500.0,-0.007407407407407408,0.0012453300124533001,0.0,2713.4129,2713.1279916455,8.57e-06,7.3e-06,
EOSHALF/USD,True,False,0.5,1e-05,1e-05,6835.5,6605.0,6618.0,6618.0,spot,EOSHALF,True,USD,,False,True,500.0,-0.002261420171867933,-0.0018099547511312218,0.00022670596236681024,0.0,0.0,6835.5,6515.0,
EOSHEDGE/USD,True,False,0.025,0.001,0.001,183.475,185.95,186.525,185.95,spot,EOSHEDGE,True,USD,,False,True,500.0,0.004320820955981636,0.0001344628210299852,-0.00013442667025137788,18.164025,18.164025,194.775,181.875,
ETCBEAR/USD,True,False,1e-08,1000000.0,1000000.0,5e-08,4e-08,5e-08,5e-08,spot,ETCBEAR,True,USD,,False,True,500.0,0.0,0.0,0.0,0.0,0.0,5e-08,5e-08,
ETCBULL/USD,True,False,2.5e-05,1.0,1.0,0.084,0.08355,0.084975,0.084,spot,ETCBULL,True,USD,,False,True,500.0,-0.020122484689413824,-0.046538024971623154,0.0,6823.470675,6823.470675,0.093325,0.07765,
ETCHALF/USD,True,False,1.0,1e-05,1e-05,20442.0,20640.0,20703.0,20640.0,spot,ETCHALF,True,USD,,False,True,500.0,-0.003764842166232262,-0.005923999422048837,-9.688983625617673e-05,0.0,0.0,20984.0,20418.0,
ETCHEDGE/USD,True,False,0.0025,0.01,0.01,19.335,18.9275,19.04,19.04,spot,ETCHEDGE,True,USD,,False,True,500.0,0.006608511763150938,0.013170147665292006,0.0005254860746190226,21.07515,21.07515,19.4825,18.42,
ETHBEAR/USD,True,False,1e-08,1000000.0,1000000.0,5e-08,7e-08,6e-08,6e-08,spot,ETHBEAR,True,USD,,False,True,500.0,0.2,0.2,0.2,27.5,27.5,6e-08,5e-08,
ETHBEAR/USDT,True,False,1e-08,1000000.0,1000000.0,5e-08,7e-08,6e-08,6e-08,spot,ETHBEAR,True,USDT,,False,True,500.0,0.2,0.2,0.2,790.95,790.86695025,6e-08,4e-08,
ETHBULL/USD,True,False,0.05,0.001,0.001,194.75,194.75,195.1,194.75,spot,ETHBULL,True,USD,,False,True,500.0,-0.008653601425299058,0.020167627029858564,0.0,596689.9228,596689.9228,199.65,179.25,
ETHBULL/USDT,True,False,0.05,0.001,0.001,195.1,194.75,195.6,195.1,spot,ETHBULL,True,USDT,,False,True,500.0,-0.00687197760244337,0.022536687631027254,0.0,176417.38105,176398.85722498974,199.25,179.15,
ETHHALF/USD,True,False,1.0,1e-05,1e-05,27374.0,27384.0,27429.0,27384.0,spot,ETHHALF,True,USD,,False,True,500.0,-0.0012764871074802144,0.001755926251097454,0.0,0.0,0.0,27487.0,27052.0,
ETHHEDGE/USD,True,False,0.001,0.01,0.01,14.727,14.716,14.76,14.727,spot,ETHHEDGE,True,USD,,False,True,500.0,0.0,-0.007346993798867619,0.0,49.37669,49.37669,15.141,14.646,
EXCHBEAR/USD,True,False,5e-08,1000.0,1000.0,0.0001448,0.0001323,0.00013415,0.00013415,spot,EXCHBEAR,True,USD,,False,True,500.0,0.013983371126228269,-0.02044541803577948,-0.003713330857779428,0.0,0.0,0.0001448,0.0001308,
EXCHBULL/USD,True,False,1.0,0.0001,0.0001,3034.0,3014.0,3060.0,3034.0,spot,EXCHBULL,True,USD,,False,True,500.0,-0.007848266841072597,0.025346400811084826,0.0,1661.1035,1661.1035,3088.0,2821.0,
EXCHHALF/USD,True,False,1.0,1e-05,1e-05,21671.0,21596.0,21660.0,21660.0,spot,EXCHHALF,True,USD,,False,True,500.0,-0.0005075907895344008,0.003288711843994627,0.0003232808386828615,0.0,0.0,21689.0,21431.0,
EXCHHEDGE/USD,True,False,0.01,0.001,0.001,72.07,75.76,76.13,75.76,spot,EXCHHEDGE,True,USD,,False,True,500.0,0.004641294258055961,-0.0072074433232865946,-0.0002639218791237794,0.0,0.0,77.39,72.24,
GRTBEAR/USD,True,False,1e-08,1000.0,1000.0,6e-05,5.744e-05,5.874e-05,5.874e-05,spot,GRTBEAR,True,USD,,False,True,500.0,0.014157458563535912,0.11609348280448413,-0.0015298317185109638,4106.31055,4106.31055,6.21e-05,5.006e-05,
GRTBULL/USD,True,False,2.5e-07,100.0,100.0,0.000823,0.00079375,0.00080025,0.00080025,spot,GRTBULL,True,USD,,False,True,500.0,-0.004044803982576229,-0.10984427141268076,0.0012511729746637473,70895.889175,70895.889175,0.00093,0.000726,
HALF/USD,True,False,1.0,1e-05,1e-05,15501.0,15432.0,15458.0,15458.0,spot,HALF,True,USD,,False,True,500.0,-0.0007756948933419521,-0.0006464959917248513,0.00012939958592132506,0.0,0.0,15552.0,15361.0,
HALFSHIT/USD,True,False,1.0,1e-05,1e-05,21101.0,21085.0,21144.0,21101.0,spot,HALFSHIT,True,USD,,False,True,500.0,-0.0003316278188364601,-0.009621702806721111,0.0,0.0,0.0,21430.0,20768.0,
HEDGE/USD,True,False,0.01,0.001,0.001,86.46,86.4,86.49,86.46,spot,HEDGE,True,USD,,False,True,500.0,0.0028998956037582647,0.0006944444444444445,0.0,2435.0474,2435.0474,87.35,85.07,
HEDGESHIT/USD,True,False,0.005,0.001,0.001,51.505,52.84,53.105,52.84,spot,HEDGESHIT,True,USD,,False,True,500.0,0.0018011185894397574,0.015275242578537804,0.0,18.078255,18.078255,54.72,51.46,
HTBEAR/USD,True,False,2.5e-07,100.0,100.0,0.00099425,0.0008735,0.000937,0.000937,spot,HTBEAR,True,USD,,False,True,500.0,0.01242571582928147,-0.012904924940742692,0.0,0.0,0.0,0.00099425,0.00091175,
HTBULL/USD,True,False,0.0005,0.1,0.1,1.15,1.15,1.1765,1.15,spot,HTBULL,True,USD,,False,True,500.0,0.0,0.08490566037735849,0.0,2318.4386,2318.4386,1.166,1.045,
HTHALF/USD,True,False,0.5,1e-05,1e-05,10710.5,10753.0,11045.5,10753.0,spot,HTHALF,True,USD,,False,True,500.0,-0.0016711540246959428,0.0016767582673497905,9.300595238095238e-05,19.814425,19.814425,10800.0,10710.5,
HTHEDGE/USD,True,False,0.025,0.001,0.001,189.65,182.6,190.825,189.65,spot,HTHEDGE,True,USD,,False,True,500.0,0.0,0.0,0.0,0.0,0.0,189.65,189.225,
IBVOL/BTC,True,False,5e-05,0.0001,0.0001,0.07415,0.0738,0.07445,0.07415,spot,IBVOL,True,BTC,,False,True,500.0,-0.004029550033579583,-0.017880794701986755,0.0,0.002870625,110.61528677798694,0.0757,0.0736,
IBVOL/USD,True,False,0.25,0.0001,0.0001,2889.5,2854.5,2886.25,2886.25,spot,IBVOL,True,USD,,False,True,500.0,0.00522420548541576,-0.001470333852274693,0.0,23.5517,23.5517,2929.25,2868.25,
IBVOL/USDT,True,False,0.25,0.0001,0.0001,2853.75,2852.0,2864.25,2853.75,spot,IBVOL,True,USDT,,False,True,500.0,-0.0053154409201812474,-0.01823342220693214,0.0,159.926,159.90920777,2926.0,2853.75,
KNCBEAR/USD,True,False,1e-08,1000000.0,1000000.0,2.7e-07,2.8e-07,3e-07,2.8e-07,spot,KNCBEAR,True,USD,,False,True,500.0,0.0,0.2727272727272727,0.0,2902.95,2902.95,3e-07,2e-07,
KNCBEAR/USDT,True,False,1e-08,1000000.0,1000000.0,2.8e-07,2.8e-07,2.7e-07,2.8e-07,spot,KNCBEAR,True,USDT,,False,True,500.0,0.0,0.4,0.0,40.9,40.8957055,2.9e-07,2e-07,
KNCBULL/USD,True,False,5e-05,1.0,1.0,0.1562,0.15515,0.1584,0.1562,spot,KNCBULL,True,USD,,False,True,500.0,-0.021303258145363407,-0.34203875315922494,0.0,41443.77035,41443.77035,0.26,0.14695,
KNCBULL/USDT,True,False,5e-05,1.0,1.0,0.16,0.15535,0.1584,0.1584,spot,KNCBULL,True,USDT,,False,True,500.0,-0.01,-0.3273885350318471,-0.0003155569580309246,4379.6965,4379.2366318675,0.2551,0.1469,
KNCHALF/USD,True,False,0.5,1e-05,1e-05,15420.0,13793.5,13809.5,13809.5,spot,KNCHALF,True,USD,,False,True,500.0,-0.004254245232000577,-0.05756500375349758,0.0,0.0,0.0,15317.0,13647.0,
KNCHEDGE/USD,True,False,0.005,0.001,0.001,48.195,48.05,48.235,48.195,spot,KNCHEDGE,True,USD,,False,True,500.0,0.007525870178739417,0.12055335968379446,0.0,94.020555,94.020555,48.95,41.995,
LEOBEAR/USD,True,False,5e-05,1.0,1.0,0.16735,0.1635,0.1956,0.16735,spot,LEOBEAR,True,USD,,False,True,500.0,0.0,-0.0954054054054054,0.0,0.0,0.0,0.1923,0.16735,
LEOBULL/USD,True,False,0.5,0.0001,0.0001,1498.0,1455.0,1726.0,1498.0,spot,LEOBULL,True,USD,,False,True,500.0,0.0,-0.033860045146726865,0.0,49.8834,49.8834,1574.5,1492.5,
LEOHALF/USD,True,False,1.0,1e-05,1e-05,15873.0,15576.0,16095.0,15873.0,spot,LEOHALF,True,USD,,False,True,500.0,0.0,0.0007565727255532438,0.0,0.0,0.0,15873.0,15716.0,
LEOHEDGE/USD,True,False,0.05,0.0001,0.0001,494.05,463.6,494.0,494.0,spot,LEOHEDGE,True,USD,,False,True,500.0,0.003045685279187817,0.025534565082001245,0.0,321.092095,321.092095,512.3,454.75,
LINKBEAR/USD,True,False,1e-08,10000000.0,10000000.0,1e-08,1e-08,1e-08,1e-08,spot,LINKBEAR,True,USD,,False,True,500.0,0.0,0.0,0.0,0.0,0.0,1e-08,1e-08,
LINKBEAR/USDT,True,False,1e-08,10000000.0,10000000.0,1e-08,1e-08,2e-08,1e-08,spot,LINKBEAR,True,USDT,,False,True,500.0,0.0,0.0,0.0,0.0,0.0,1e-08,1e-08,
LINKBULL/USD,True,False,2.5e-06,10.0,10.0,0.0065375,0.00647,0.006505,0.006505,spot,LINKBULL,True,USD,,False,True,500.0,-0.019223520542781758,-0.04723544489198096,-0.0030651340996168583,41185.868875,41185.868875,0.006965,0.00587,
LINKBULL/USDT,True,False,2.5e-06,10.0,10.0,0.0064575,0.0064475,0.0065275,0.0064575,spot,LINKBULL,True,USDT,,False,True,500.0,-0.017870722433460075,-0.05036764705882353,0.0,12176.946925,12175.668345572874,0.006965,0.0058675,
LINKHALF/USD,True,False,0.5,1e-05,1e-05,16673.0,14038.5,14067.5,14067.5,spot,LINKHALF,True,USD,,False,True,500.0,-0.003435817512043072,-0.008912216429477244,0.0002844242187222242,0.0,0.0,14908.0,13843.0,
LINKHEDGE/USD,True,False,0.001,0.01,0.01,15.586,15.279,15.338,15.338,spot,LINKHEDGE,True,USD,,False,True,500.0,0.0055726742280207174,0.01751359957542789,0.0,34.46624,34.46624,15.775,14.96,
LTCBEAR/USD,True,False,1e-07,100.0,100.0,0.000396,0.0003964,0.0004004,0.0003964,spot,LTCBEAR,True,USD,,False,True,500.0,0.00101010101010101,-0.04985618408437201,-0.0007562389715149988,6401.32181,6401.32181,0.0004283,0.0003891,
LTCBEAR/USDT,True,False,1e-07,100.0,100.0,0.0004204,0.0003963,0.0004007,0.0004007,spot,LTCBEAR,True,USDT,,False,True,500.0,0.0067839195979899495,-0.04458750596089652,-0.0007481296758104738,0.0,0.0,0.0004282,0.000389,
LTCBULL/USD,True,False,1e-06,100.0,100.0,0.002487,0.00248,0.002498,0.002487,spot,LTCBULL,True,USD,,False,True,500.0,-0.0032064128256513026,0.048261327713382506,0.0,19745.873,19745.873,0.002538,0.002317,
LTCBULL/USDT,True,False,1e-06,100.0,100.0,0.002404,0.002473,0.002498,0.002473,spot,LTCBULL,True,USDT,,False,True,500.0,-0.006028938906752411,0.03192155226371792,0.0,2454.3536,2454.095892872,0.002537,0.002316,
LTCHALF/USD,True,False,0.5,1e-05,1e-05,11723.0,10492.5,10513.5,10513.5,spot,LTCHALF,True,USD,,False,True,500.0,-0.0011400883568476556,0.007184940364994971,0.00014269406392694063,0.0,0.0,11109.5,10380.0,
LTCHEDGE/USD,True,False,0.05,0.0001,0.0001,399.7,404.5,405.85,404.5,spot,LTCHEDGE,True,USD,,False,True,500.0,0.0019816695566014365,-0.01509617725833942,0.0,0.0,0.0,415.15,399.7,
MATICBEAR2021/USD,True,False,2.5e-07,100.0,100.0,0.0005935,0.0005895,0.00059625,0.0005935,spot,MATICBEAR2021,True,USD,,False,True,500.0,0.005080440304826418,0.07811080835603997,0.0,40989.794625,40989.794625,0.00066225,0.00053325,
MATICBULL/USD,True,False,2.5e-06,10.0,10.0,0.0098525,0.0098475,0.00986,0.0098525,spot,MATICBULL,True,USD,,False,True,500.0,-0.0035398230088495575,-0.07205085943018602,0.0,184922.448275,184922.448275,0.01099,0.0086625,
MATICHALF/USD,True,False,5.0,1e-06,1e-06,82645.0,73110.0,73420.0,73420.0,spot,MATICHALF,True,USD,,False,True,500.0,0.0006814774430966335,-0.013105719470394515,-0.0003403907686023555,0.0,0.0,77290.0,72050.0,
MATICHEDGE/USD,True,False,2.5e-05,1.0,1.0,0.190775,0.18345,0.18495,0.18495,spot,MATICHEDGE,True,USD,,False,True,500.0,0.0,0.025221729490022174,0.0,559.697075,559.697075,0.190775,0.1783,
MIDBEAR/USD,True,False,5e-08,1000.0,1000.0,0.0001398,0.00014095,0.00014235,0.00014095,spot,MIDBEAR,True,USD,,False,True,500.0,0.005708169818052087,0.04951600893521966,-0.0031824611032531826,0.0,0.0,0.00015035,0.0001312,
MIDBULL/USD,True,False,0.0025,0.01,0.01,8.7475,8.94,8.9975,8.94,spot,MIDBULL,True,USD,,False,True,500.0,-0.008319467554076539,-0.056464379947229554,0.0011198208286674132,642.57405,642.57405,9.705,8.34,
MIDHALF/USD,True,False,1.0,1e-05,1e-05,16486.0,15622.0,15657.0,15657.0,spot,MIDHALF,True,USD,,False,True,500.0,-0.0014668367346938776,-0.010178277911240359,0.0,0.0,0.0,16486.0,15478.0,
MIDHEDGE/USD,True,False,0.01,0.001,0.001,103.47,103.47,103.91,103.47,spot,MIDHEDGE,True,USD,,False,True,500.0,0.0,0.014312322321341045,-0.0005795421616922632,16.1606,16.1606,105.9,100.95,
