name,enabled,postOnly,priceIncrement,sizeIncrement,minProvideSize,last,bid,ask,price,type,baseCurrency,isEtfMarket,quoteCurrency,underlying,restricted,highLeverageFeeExempt,largeOrderThreshold,change1h,change24h,changeBod,quoteVolume24h,volumeUsd24h,priceHigh24h,priceLow24h,tokenizedEquity
OMG-0624,True,False,0.0005,0.1,0.1,3.8295,3.822,3.839,3.8295,future,,False,,OMG,False,False,1000.0,0.005778069599474721,0.0002611989029646076,0.0,134737.95025,134737.95025,3.878,3.6325,
OMG/USD,True,False,0.0005,0.5,0.5,3.854,3.8515,3.854,3.854,spot,OMG,False,USD,,False,True,1000.0,0.006003654398329418,-0.0028460543337645535,0.0026014568158168575,1304345.3105,1304345.3105,3.91,3.642,
ONE-PERP,True,False,2.5e-05,10.0,10.0,0.08105,0.081025,0.081075,0.08105,future,,False,,ONE,False,False,2500.0,-0.0024615384615384616,-0.0368389780154486,0.0009262117937635072,12943864.353,12943864.353,0.085425,0.07735,
ONT-PERP,True,False,5e-05,1.0,1.0,0.45945,0.4595,0.45955,0.4595,future,,False,,ONT,False,False,500.0,-0.00777369898510041,-0.017007166541876135,0.00010882576994232234,1944246.1208,1944246.1208,0.4717,0.4413,
ORBS-PERP,True,False,2.5e-05,10.0,10.0,0.068225,0.0681,0.06825,0.068225,future,,False,,ORBS,False,False,500.0,0.00036656891495601173,0.020186915887850466,0.0018355359765051395,756232.644,756232.644,0.072375,0.066075,
ORBS/USD,True,False,2.5e-05,10.0,10.0,0.0681,0.067975,0.068275,0.0681,spot,ORBS,False,USD,,False,True,500.0,0.0018389113644722325,0.018698578908002993,0.0,62365.3945,62365.3945,0.072125,0.066225,
OXY-PERP,True,False,0.0005,0.1,0.1,0.1905,0.1905,0.192,0.1905,future,,False,,OXY,False,False,500.0,-0.01038961038961039,0.01871657754010695,0.0,245489.0684,245489.0684,0.206,0.187,
OXY/USD,True,False,0.0001,1.0,1.0,0.1913,0.1903,0.1915,0.1913,spot,OXY,False,USD,,False,True,500.0,-0.004682622268470343,0.022994652406417113,-0.0005224660397074191,73121.9844,73121.9844,0.2043,0.1866,
OXY/USDT,True,False,0.0001,1.0,1.0,0.1917,0.1897,0.1917,0.1917,spot,OXY,False,USDT,,False,True,500.0,-0.0026014568158168575,0.021310602024507193,0.0,8075.9342,8075.086226909,0.2042,0.187,
PAXG-PERP,True,False,0.1,0.01,0.01,1868.0,1868.0,1868.3,1868.0,future,,False,,PAXG,False,False,500.0,-0.0004280821917808219,-0.018185640702196994,0.0,1872128.264,1872128.264,1903.0,1860.6,
PAXG/USD,True,False,0.1,0.0001,0.0001,1868.5,1868.5,1869.1,1868.5,spot,PAXG,False,USD,,False,True,500.0,0.00010704918910239256,-0.017767965094885138,0.0,1290251.05052,1290251.05052,1902.4,1861.0,
PAXG/USDT,True,False,0.1,0.0001,0.0001,1868.9,1869.1,1871.2,1869.1,spot,PAXG,False,USDT,,False,True,500.0,-0.00042783036526017435,-0.017762362709548583,5.3504547886570356e-05,227712.52262,227688.6128051249,1902.9,1862.4,
PENN-0624,True,False,0.01,0.01,0.01,37.82,37.76,37.92,37.82,future,,False,,PENN,True,False,500.0,0.0,0.02743819614235262,0.0,239.824,239.824,37.86,36.18,True
PENN/USD,True,False,0.01,0.01,0.01,37.85,37.73,37.91,37.85,spot,PENN,False,USD,,True,True,500.0,0.0,0.02909189777052746,0.0,16.6155,16.6155,37.85,36.18,True
PEOPLE-PERP,True,False,1e-05,10.0,10.0,0.03698,0.03696,0.03698,0.03698,future,,False,,PEOPLE,False,False,500.0,-0.004308023694130318,-0.03923096908287867,0.0005411255411255411,15474351.378,15474351.378,0.03977,0.03545,
PEOPLE/USD,True,False,1e-05,10.0,10.0,0.03733,0.03692,0.03703,0.03703,spot,PEOPLE,False,USD,,False,True,500.0,-0.0029617662897145933,-0.03668054110301769,0.0005403944879762226,49542.1358,49542.1358,0.0397,0.03547,
PERP-PERP,True,False,0.001,0.1,0.1,3.237,3.237,3.239,3.237,future,,False,,PERP,False,False,500.0,0.0012372409526755336,-0.004612546125461255,-0.0006174745291756715,3785357.145,3785357.145,3.327,3.137,
PERP/USD,True,False,0.001,0.1,0.1,3.241,3.234,3.239,3.239,spot,PERP,False,USD,,False,True,500.0,0.0027863777089783283,-0.004915514592933948,-0.000617093489663684,283708.7391,283708.7391,3.324,3.146,
PFE-0624,True,False,0.01,0.01,0.01,48.08,48.0,48.18,48.08,future,,False,,PFE,True,False,500.0,0.0008326394671107411,-0.008046214153084381,0.0,548.3843,548.3843,48.54,47.16,True
PFE/USD,True,False,0.01,0.01,0.01,48.24,48.41,48.48,48.41,spot,PFE,False,USD,,True,True,500.0,0.00290035218562254,-0.006158899609936358,0.00020661157024793388,934.14,934.14,48.95,47.53,True
POLIS-PERP,True,False,2.5e-05,0.1,0.1,1.168675,1.1677,1.1682,1.1682,future,,False,,POLIS,False,False,500.0,-0.0007911899925157704,-0.07208387942332896,0.0,817793.03805,817793.03805,1.2653,1.146025,
POLIS/USD,True,False,2.5e-05,0.1,0.1,1.168975,1.16905,1.169275,1.16905,spot,POLIS,False,USD,,False,True,500.0,-0.001686556649089473,-0.07227457593492709,0.0,556200.612565,556200.612565,1.323,1.14805,
PORT/USD,True,False,0.0005,0.1,0.1,0.4455,0.4445,0.4465,0.4455,spot,PORT,False,USD,,False,True,500.0,0.0,-0.005580357142857143,0.0,694.20695,694.20695,0.4485,0.44,
TRUMP2024,True,False,0.001,0.1,0.1,0.413,0.401,0.413,0.413,future,,False,,PRESIDENT 2024,True,False,500.0,0.0,0.029925187032418952,0.0,1915.6907,1915.6907,0.413,0.401,
PRISM/USD,True,False,5e-06,10.0,10.0,0.011605,0.0116,0.011605,0.011605,spot,PRISM,False,USD,,False,True,500.0,0.0,-0.008966695132365499,0.0,1327.708,1327.708,0.01179,0.01141,
PRIV-PERP,True,False,0.1,0.001,0.001,1754.8,1756.4,1758.7,1756.4,future,,False,,PRIV,False,False,500.0,-0.0017618641659562376,-0.028862103284308306,0.0,1210596.797,1210596.797,1829.2,1731.8,
PRIV-0624,True,False,0.1,0.001,0.001,1777.2,1776.1,1779.4,1777.2,future,,False,,PRIV,False,False,500.0,0.0009011038522189682,-0.026618468616496877,0.0,21182.6276,21182.6276,1849.8,1749.8,
PROM-PERP,True,False,0.005,0.01,0.01,8.22,8.215,8.22,8.22,future,,False,,PROM,False,False,500.0,-0.0030321406913280777,-0.014979029358897543,0.0,574038.65695,574038.65695,8.515,8.14,
PROM/USD,True,False,0.005,0.01,0.01,8.205,8.2,8.22,8.205,spot,PROM,False,USD,,False,True,500.0,-0.005454545454545455,-0.015596880623875225,0.0,31914.99045,31914.99045,8.515,8.125,
PSG/USD,True,False,0.0025,0.1,0.1,9.5425,9.6025,9.6275,9.6025,spot,PSG,False,USD,,False,True,500.0,0.007871949619522435,0.016406456734585868,0.0,10062.32475,10062.32475,9.695,9.19,
PSY/USD,True,False,0.0001,1.0,1.0,0.0726,0.0724,0.0728,0.0726,spot,PSY,False,USD,,False,True,500.0,0.0,-0.010899182561307902,0.0,7008.2447,7008.2447,0.0734,0.0722,
PTU/USD,True,False,0.00025,1.0,1.0,0.9345,0.93475,0.93875,0.93475,spot,PTU,False,USD,,False,True,500.0,0.00026752273943285177,-0.0016021361815754338,0.0,161.6685,161.6685,0.937,0.9345,
PUNDIX-PERP,True,False,0.0005,0.1,0.1,0.782,0.781,0.782,0.782,future,,False,,PUNDIX,False,False,500.0,-0.007614213197969543,-0.016352201257861635,0.003207184092366902,2472741.7089,2472741.7089,0.8025,0.76,
PUNDIX/USD,True,False,0.0005,0.1,0.1,0.7835,0.783,0.7865,0.7835,spot,PUNDIX,False,USD,,False,True,500.0,-0.009481668773704172,-0.01322418136020151,0.0,15200.82335,15200.82335,0.803,0.7655,
PYPL-0624,True,False,0.025,0.005,0.005,92.15,91.35,91.7,91.7,future,,False,,PYPL,True,False,500.0,0.0002727024815925825,0.034988713318284424,0.0002727024815925825,18630.323625,18630.323625,92.5,87.075,True
PYPL/USD,True,False,0.025,0.005,0.005,91.575,91.325,91.65,91.575,spot,PYPL,False,USD,,True,True,500.0,0.002737476047084588,0.034161490683229816,0.0,221.103625,221.103625,92.425,87.175,True
QI/USD,True,False,1e-05,10.0,10.0,0.03106,0.03108,0.03124,0.03108,spot,QI,False,USD,,False,True,500.0,0.0,-0.02386934673366834,0.0,322469.373,322469.373,0.0323,0.03019,
QTUM-PERP,True,False,0.001,0.1,0.1,5.517,5.515,5.518,5.517,future,,False,,QTUM,False,False,500.0,-0.0014479638009049773,-0.01517315244555516,0.0007255577725376383,2500542.6109,2500542.6109,5.698,5.293,
RAMP-PERP,True,False,0.0001,1.0,1.0,0.0716,0.0716,0.0717,0.0716,future,,False,,RAMP,False,False,500.0,0.0013986013986013986,-0.02051983584131327,0.0013986013986013986,494426.3344,494426.3344,0.0739,0.0697,
RAMP/USD,True,False,0.0001,1.0,1.0,0.0716,0.0716,0.0717,0.0716,spot,RAMP,False,USD,,False,True,500.0,0.0013986013986013986,-0.02051983584131327,0.0,34242.2824,34242.2824,0.074,0.0695,
RAY-PERP,True,False,0.0001,1.0,1.0,2.1667,2.1666,2.1674,2.1667,future,,False,,RAY,False,False,500.0,-0.003861891407291619,-0.02475581761714003,-0.0001384402399630826,5392658.0534,5392658.0534,2.2378,2.1212,
RAY/USD,True,False,0.0001,1.0,1.0,2.1678,2.1678,2.1685,2.1678,spot,RAY,False,USD,,False,True,500.0,-0.004134509371554576,-0.02531360999955038,0.0005538631957906397,4450595.1221,4450595.1221,2.2386,2.1276,
REAL/USD,True,False,0.0025,0.1,0.1,3.665,3.665,3.6675,3.665,spot,REAL,False,USD,,False,True,500.0,0.0,0.13643410852713178,0.0,140932.2415,140932.2415,3.8125,3.1825,
REEF-PERP,True,False,5e-06,10.0,10.0,0.007255,0.007245,0.00726,0.007255,future,,False,,REEF,False,False,500.0,-0.006844626967830253,-0.0371599203715992,0.000689655172413793,992613.0957,992613.0957,0.00774,0.007075,
REEF-0624,True,False,5e-06,10.0,10.0,0.0073,0.00728,0.007325,0.0073,future,,False,,REEF,False,False,500.0,-0.019476158495634655,-0.01881720430107527,0.0,23186.5145,23186.5145,0.00779,0.007125,
REEF/USD,True,False,5e-06,10.0,10.0,0.007225,0.00723,0.00727,0.00723,spot,REEF,False,USD,,False,True,500.0,-0.008910212474297465,-0.041749502982107355,0.0,28633.192,28633.192,0.00771,0.00708,
REN-PERP,True,False,5e-05,1.0,1.0,0.2704,0.2703,0.2704,0.2704,future,,False,,REN,False,False,500.0,-0.010067728354384037,-0.017263310921315646,0.0009254118082546734,4693391.0246,4693391.0246,0.2828,0.26225,
REN/USD,True,False,5e-05,1.0,1.0,0.2708,0.27075,0.27115,0.2708,spot,REN,False,USD,,False,True,500.0,-0.01023391812865497,-0.01705989110707804,0.0007390983000739098,344391.98965,344391.98965,0.2852,0.2634,
RNDR-PERP,True,False,0.0005,0.1,0.1,1.694,1.693,1.694,1.694,future,,False,,RNDR,False,False,500.0,0.009234435507893953,0.041820418204182044,0.001182033096926714,19052383.03645,19052383.03645,1.9,1.5195,
RNDR/USD,True,False,0.0005,0.1,0.1,1.692,1.6885,1.6935,1.692,spot,RNDR,False,USD,,False,True,500.0,0.010450880859958196,0.03899293828676696,0.0,871213.1711,871213.1711,1.9045,1.524,
RON-PERP,True,False,0.0005,0.1,0.1,0.9095,0.909,0.9105,0.9095,future,,False,,RON,False,False,500.0,-0.0021941854086670325,-0.09095452273863068,0.0,880256.094,880256.094,1.025,0.8765,
ROOK-PERP,True,False,0.05,0.001,0.001,93.85,93.4,93.5,93.5,future,,False,,ROOK,False,False,500.0,-0.013192612137203167,0.07409534750143595,-0.0005344735435595938,972958.6182,972958.6182,99.0,84.75,
ROOK/USD,True,False,0.05,0.001,0.001,94.65,94.65,95.0,94.65,spot,ROOK,False,USD,,False,True,500.0,-0.015088449531737774,0.07801822323462415,0.0,251395.2938,251395.2938,100.1,84.75,
ROOK/USDT,True,False,0.05,0.001,0.001,95.7,93.75,95.7,95.7,spot,ROOK,False,USDT,,False,True,500.0,-0.004162330905306972,0.09184255561893896,0.0,13786.4941,13785.0465181195,99.65,85.1,
ROSE-PERP,True,False,5e-05,1.0,1.0,0.16975,0.16975,0.16985,0.16975,future,,False,,ROSE,False,False,500.0,-0.0014705882352941176,-0.054317548746518104,-0.0017641870038224052,6092816.31195,6092816.31195,0.1813,0.16375,
RSR-PERP,True,False,5e-06,10.0,10.0,0.008745,0.00875,0.00876,0.00875,future,,False,,RSR,False,False,500.0,-0.003416856492027335,-0.04371584699453552,0.0,2891087.2375,2891087.2375,0.0094,0.008345,
RSR/USD,True,False,5e-06,10.0,10.0,0.008755,0.008755,0.00876,0.008755,spot,RSR,False,USD,,False,True,500.0,-0.0028473804100227792,-0.04525627044711014,0.0,672147.8206,672147.8206,0.0094,0.00834,
RUNE-PERP,True,False,0.0005,0.1,1.0,6.32,6.319,6.3215,6.32,future,,False,,RUNE,False,False,500.0,0.0004749089757796422,-0.01794732344029213,7.912018355882586e-05,38282148.36825,38282148.36825,6.6875,6.063,
RUNE/USD,True,False,0.0005,0.1,1.0,6.3135,6.319,6.322,6.319,spot,RUNE,False,USD,,False,True,500.0,-0.0003954757573360753,-0.01856022365457793,0.0,4312646.02715,4312646.02715,6.687,6.0695,
RUNE/USDT,True,False,0.0005,0.1,1.0,6.3135,6.3175,6.3265,6.3175,spot,RUNE,False,USDT,,False,True,500.0,0.00023749208359721342,-0.018030620968368695,0.0005543237250554324,432091.85205,432046.48240553477,6.6875,6.0705,
SAND-PERP,True,False,5e-05,1.0,1.0,2.10505,2.10455,2.1049,2.1049,future,,False,,SAND,False,False,3500.0,-0.004257533468943659,-0.02760261474141316,-0.00014250427512825384,54929059.3289,54929059.3289,2.18605,2.0114,
SAND/USD,True,False,5e-05,1.0,1.0,2.1045,2.10345,2.1045,2.1045,spot,SAND,False,USD,,False,True,3500.0,-0.003975578588669601,-0.028393351800554016,0.0002376425855513308,3680262.94705,3680262.94705,2.1875,2.01115,
SC-PERP,True,False,2.5e-06,100.0,100.0,0.008355,0.0083525,0.0083575,0.008355,future,,False,,SC,False,False,500.0,-0.0035778175313059034,-0.020515826494724502,0.0,1983818.31325,1983818.31325,0.0086375,0.0081125,
SCRT-PERP,True,False,5e-05,1.0,1.0,3.6992,3.68665,3.6978,3.6978,future,,False,,SCRT,False,False,500.0,-0.002347227842978551,-0.020956062431326864,0.0013268704811936417,2125516.7403,2125516.7403,3.90925,3.575,
SECO-PERP,True,False,0.0001,1.0,1.0,8.252,8.2542,8.2791,8.2542,future,,False,,SECO,False,False,500.0,-0.004558610709117222,-0.017813158176560883,0.0,466861.8877,466861.8877,8.5611,8.0766,
SECO/USD,True,False,0.0001,1.0,1.0,8.271,8.2465,8.2854,8.271,spot,SECO,False,USD,,False,True,500.0,0.000750169393088762,-0.015497786030567062,0.0,136344.6846,136344.6846,8.5462,8.0462,
SHIB-PERP,True,False,1e-08,100000.0,100000.0,2.066e-05,2.066e-05,2.067e-05,2.066e-05,future,,False,,SHIB,False,False,500.0,-0.0014499758337361043,-0.04396112910689495,0.0,3438917.932,3438917.932,2.174e-05,2.014e-05,
SHIB/USD,True,False,1e-08,100000.0,100000.0,2.066e-05,2.067e-05,2.068e-05,2.067e-05,spot,SHIB,False,USD,,False,True,500.0,-0.0014492753623188406,-0.042612320518758684,0.0,2476217.594,2476217.594,2.174e-05,2.015e-05,
SHIT-PERP,True,False,0.1,0.001,0.001,4133.5,4136.3,4141.5,4136.3,future,,False,,SHIT,False,False,500.0,-0.00217113357296215,-0.0220819443459347,0.0,6417761.0651,6417761.0651,4289.5,3957.2,
SHIT-0624,True,False,0.1,0.001,0.001,4079.0,4073.1,4080.0,4079.0,future,,False,,SHIT,False,False,500.0,-0.002250379139963798,-0.02149402677157799,0.0,4594501.1396,4594501.1396,4222.1,3933.4,
SKL-PERP,True,False,0.0001,1.0,1.0,0.1433,0.1432,0.1433,0.1433,future,,False,,SKL,False,False,500.0,-0.013085399449035813,-0.05162144275314361,0.0,3672051.3037,3672051.3037,0.154,0.14,
SKL/USD,True,False,0.0001,1.0,1.0,0.1433,0.1431,0.1432,0.1432,spot,SKL,False,USD,,False,True,500.0,-0.011049723756906077,-0.053536021150033045,-0.001394700139470014,83068.9649,83068.9649,0.154,0.14,
SLND/USD,True,False,0.001,0.1,0.1,1.85,1.841,1.85,1.85,spot,SLND,False,USD,,False,True,500.0,-0.021164021164021163,-0.030906233630172867,0.0,18236.1816,18236.1816,1.918,1.84,
SLP-PERP,True,False,2.5e-05,10.0,10.0,0.01245,0.012425,0.01245,0.01245,future,,False,,SLP,False,False,500.0,-0.011904761904761904,-0.0691588785046729,0.0,12655145.98275,12655145.98275,0.01375,0.011875,
SLP/USD,True,False,2.5e-05,10.0,10.0,0.01245,0.01245,0.012475,0.01245,spot,SLP,False,USD,,False,True,500.0,-0.013861386138613862,-0.0708955223880597,0.0,697264.56975,697264.56975,0.013725,0.0119,
SLRS/USD,True,False,1e-05,1.0,1.0,0.11657,0.11651,0.1169,0.11657,spot,SLRS,False,USD,,False,True,500.0,0.0,-0.008336877924287537,0.0,4977.99353,4977.99353,0.1184,0.11607,
SLV-0624,True,False,0.0025,0.1,0.1,20.9425,20.9525,20.9625,20.9525,future,,False,,SLV,True,False,500.0,0.0015535372848948376,-0.0066374303662439255,0.0,250465.7105,250465.7105,21.1425,20.4875,True
SLV/USD,True,False,0.0025,0.1,0.1,20.895,20.8975,20.9575,20.8975,spot,SLV,False,USD,,True,True,500.0,0.00011964584828906437,-0.007833827893175074,0.00011964584828906437,147017.37,147017.37,21.0625,20.43,True
SNX-PERP,True,False,0.0005,0.1,0.1,4.6755,4.6745,4.6755,4.6755,future,,False,,SNX,False,False,500.0,-0.015891391286045043,-0.018988669744020144,-0.004895179312546558,12610078.6543,12610078.6543,4.8925,4.376,
SNX/USD,True,False,0.0005,0.1,0.1,4.678,4.679,4.686,4.679,spot,SNX,False,USD,,False,True,500.0,-0.016706945466008195,-0.017945219855178926,0.00021376656690893543,1059201.04585,1059201.04585,4.895,4.3835,
SNY/USD,True,False,0.0001,1.0,1.0,0.4391,0.4373,0.4391,0.4391,spot,SNY,False,USD,,False,True,500.0,-0.008131917777275807,-0.01502916105877075,0.0,7461.2492,7461.2492,0.447,0.4344,
SOL-PERP,True,False,0.0025,0.01,0.01,87.515,87.5125,87.52,87.515,future,,False,,SOL,False,False,5000.0,-0.002791704649042844,-0.028258938485454143,0.0002285844905423167,316517149.5342,316517149.5342,90.91,85.05,
SOL-0624,True,False,0.0025,0.01,0.01,87.2925,87.28,87.3125,87.2925,future,,False,,SOL,False,False,5000.0,-0.003168893456663241,-0.027679541087689007,0.0005731151674929077,3294381.188975,3294381.188975,90.5575,84.8275,
SOL/BTC,True,False,2.5e-07,0.01,0.01,0.00227075,0.00227,0.0022705,0.0022705,spot,SOL,False,BTC,,False,True,5000.0,-0.00142935678944475,-0.02699807156631669,0.00022026431718061675,126.87807539,4889058.896617948,0.0023455,0.00222775,
SOL/JPY,True,False,0.01,0.01,0.01,11355.22,11365.99,11425.55,11365.99,spot,SOL,False,JPY,,False,True,5000.0,-0.0034737291560907307,-0.026049722407645595,0.0005572349876668844,66155.8188,509.39980476,11820.21,11113.52,
SOL/USD,True,False,0.0025,0.01,0.01,87.52,87.5175,87.5225,87.52,spot,SOL,False,USD,,False,True,5000.0,-0.002251546156696212,-0.028392217812439287,0.0003428963310092582,99662010.68995,99662010.68995,90.86,85.065,
SOL/USDT,True,False,0.0025,0.01,0.01,87.545,87.5225,87.5275,87.5275,spot,SOL,False,USDT,,False,True,5000.0,-0.0024219284248917254,-0.028335923623445825,0.00022855183841385024,18069722.54865,18067825.22778239,90.8775,85.1,
SOS-PERP,True,False,1e-08,100000.0,100000.0,6.8e-07,6.8e-07,6.9e-07,6.8e-07,future,,False,,SOS,False,False,500.0,-0.014492753623188406,-0.014492753623188406,0.0,124447.814,124447.814,7.3e-07,6.5e-07,
SOS/USD,True,False,1e-08,100000.0,100000.0,6.9e-07,6.8e-07,6.9e-07,6.9e-07,spot,SOS,False,USD,,False,True,500.0,-0.014285714285714285,-0.014285714285714285,0.0,23746.035,23746.035,7.6e-07,6.4e-07,
SPA/USD,True,False,2.5e-05,10.0,10.0,0.160525,0.1594,0.16065,0.160525,spot,SPA,False,USD,,False,True,500.0,0.02212671123845909,0.17773294203961848,0.0,390270.15275,390270.15275,0.16505,0.12445,
SPELL-PERP,True,False,2.5e-06,100.0,100.0,0.0030775,0.003075,0.00308,0.0030775,future,,False,,SPELL,False,False,500.0,-0.016773162939297124,-0.026877470355731226,0.0008130081300813008,5756178.7535,5756178.7535,0.0032625,0.003,
SPELL/USD,True,False,2.5e-06,100.0,100.0,0.00308,0.00308,0.0030825,0.00308,spot,SPELL,False,USD,,False,True,500.0,-0.0144,-0.02608695652173913,0.0008123476848090983,3690048.7605,3690048.7605,0.00326,0.0030025,
SPY-0624,True,False,0.01,0.001,0.001,413.66,412.92,413.77,413.66,future,,False,,SPY,True,False,500.0,0.0,0.005640103077745904,0.0,446456.2066,446456.2066,415.7,403.99,True
SPY/USD,True,False,0.01,0.001,0.001,414.45,414.32,415.04,414.45,spot,SPY,False,USD,,True,True,500.0,0.0,0.0008452064718666989,0.0,215229.4393,215229.4393,416.03,405.57,True
SQ-0624,True,False,0.025,0.005,0.005,105.725,105.5,105.875,105.725,future,,False,,SQ,True,False,500.0,-0.0032995522036295072,0.054350536025928695,0.0,39033.4645,39033.4645,106.15,97.65,True
SQ/USD,True,False,0.025,0.005,0.005,105.525,105.425,105.65,105.525,spot,SQ,False,USD,,True,True,500.0,0.0,0.05104581673306773,0.0,3666.82,3666.82,106.2,97.625,True
SRM-PERP,True,False,0.001,1.0,1.0,1.854,1.854,1.855,1.854,future,,False,,SRM,False,False,500.0,-0.005898123324396783,-0.03286384976525822,0.0,14991325.348,14991325.348,1.94,1.787,
SRM/USD,True,False,0.001,1.0,1.0,1.855,1.855,1.856,1.855,spot,SRM,False,USD,,False,True,500.0,-0.005361930294906166,-0.031837160751565764,0.0005393743257820927,3476269.453,3476269.453,1.939,1.788,
SRM/USDT,True,False,0.001,1.0,1.0,1.852,1.855,1.856,1.855,spot,SRM,False,USDT,,False,True,500.0,-0.004828326180257511,-0.031837160751565764,0.0005393743257820927,883446.078,883353.31616181,1.936,1.788,
SRN-PERP,True,False,5e-06,10.0,10.0,0.0028,0.0028,0.002805,0.0028,future,,False,,SRN,False,False,500.0,0.0,0.007194244604316547,0.0,84310.838,84310.838,0.002905,0.00274,
STARS/USD,True,False,5e-05,1.0,1.0,0.2621,0.26145,0.26205,0.26205,spot,STARS,False,USD,,False,True,500.0,0.0,-0.00963718820861678,0.0,2522.1025,2522.1025,0.26545,0.26135,
STEP-PERP,True,False,0.0005,0.1,0.1,0.086,0.086,0.0865,0.086,future,,False,,STEP,False,False,500.0,-0.005780346820809248,-0.011494252873563218,0.0,4260565.2675,4260565.2675,0.0995,0.082,
STEP/USD,True,False,0.0005,0.1,0.1,0.086,0.0855,0.086,0.086,spot,STEP,False,USD,,False,True,500.0,-0.005780346820809248,-0.011494252873563218,0.0,1170689.28085,1170689.28085,0.1,0.075,
STETH/USD,True,False,0.5,0.0001,0.0001,2858.5,2857.5,2860.0,2858.5,spot,STETH,False,USD,,False,True,500.0,-0.0036598117811084,0.007578427916813535,0.0,183483.798,183483.798,2877.5,2778.5,
STG/USD,True,False,0.00025,1.0,1.0,0.93,0.93,0.931,0.93,spot,STG,False,USD,,False,True,500.0,0.0026954177897574125,-0.028974158183241974,0.0,8790748.76725,8790748.76725,0.991,0.92025,
STMX-PERP,True,False,5e-06,10.0,10.0,0.014095,0.01409,0.014095,0.014095,future,,False,,STMX,False,False,500.0,0.004632929436920884,-0.015024458420684835,-0.0003546099290780142,977870.1324,977870.1324,0.014685,0.01332,
STMX/USD,True,False,5e-06,10.0,10.0,0.0141,0.0141,0.01412,0.0141,spot,STMX,False,USD,,False,True,500.0,0.0053475935828877,-0.014330653617616217,0.0,90618.1587,90618.1587,0.01468,0.013365,
STORJ-PERP,True,False,0.0005,0.1,0.1,0.8815,0.8815,0.882,0.8815,future,,False,,STORJ,False,False,500.0,-0.007878446820483961,-0.02109938922820655,0.0,2755305.54955,2755305.54955,0.9135,0.8445,
STORJ/USD,True,False,0.0005,0.1,0.1,0.884,0.8815,0.8835,0.8835,spot,STORJ,False,USD,,False,True,500.0,-0.005627462014631401,-0.019422863485016647,0.0005662514156285391,69946.4094,69946.4094,0.912,0.847,
STSOL/USD,True,False,0.025,0.01,0.01,90.525,90.5,90.65,90.525,spot,STSOL,False,USD,,False,True,500.0,-0.0019294377067254685,-0.02661290322580645,0.0,858725.29975,858725.29975,93.825,88.175,
STX-PERP,True,False,0.00025,1.0,1.0,0.93925,0.939,0.94,0.93925,future,,False,,STX,False,False,500.0,-0.0015944724953494552,-0.015976951283394446,0.0,3184789.4715,3184789.4715,1.00425,0.9085,
SUN/USD,True,False,5e-07,0.001,0.001,0.011993,0.011997,0.0120725,0.011997,spot,SUN,False,USD,,False,True,500.0,0.006290890790135883,-0.0325,0.00033352789126990745,14821.0176566715,14821.0176566715,0.012612,0.011544,
SUSHI-PERP,True,False,0.0001,0.5,0.5,2.3533,2.3526,2.3538,2.3533,future,,False,,SUSHI,False,False,2000.0,-0.00821813890761969,-0.02145619360472369,0.0007229120598741283,12156859.08275,12156859.08275,2.4385,2.2617,
SUSHI-0624,True,False,0.0001,0.5,0.5,2.3659,2.3466,2.3508,2.3508,future,,False,,SUSHI,False,False,2000.0,-0.005667879198037391,-0.017675817976682964,0.0005958968247212054,57907.69045,57907.69045,2.4277,2.2689,
SUSHI/BTC,True,False,1e-08,0.5,0.5,6.112e-05,6.098e-05,6.11e-05,6.11e-05,spot,SUSHI,False,BTC,,False,True,2000.0,-0.008116883116883116,-0.018473895582329317,0.0001636929120969062,0.66987201,25812.526711324725,6.28e-05,5.938e-05,
SUSHI/USD,True,False,0.0001,0.5,0.5,2.3534,2.3525,2.3542,2.3534,spot,SUSHI,False,USD,,False,True,2000.0,-0.00871909355124047,-0.019416666666666665,0.0,3821151.06125,3821151.06125,2.4381,2.262,
SUSHI/USDT,True,False,0.0001,0.5,0.5,2.3576,2.3517,2.3548,2.3548,spot,SUSHI,False,USDT,,False,True,2000.0,-0.008212946973844922,-0.018628881016878516,0.0,434297.4619,434251.8606665005,2.4356,2.2639,
SXP-PERP,True,False,0.0005,0.1,0.1,1.0175,1.0175,1.018,1.0175,future,,False,,SXP,False,False,1500.0,-0.00196174595389897,0.01597603594608088,-0.0004911591355599214,6819947.8567,6819947.8567,1.0345,0.9625,
SXP-0624,True,False,0.0005,0.1,0.1,1.0205,1.019,1.021,1.0205,future,,False,,SXP,False,False,1500.0,0.0,0.01999000499750125,0.0,91450.298,91450.298,1.036,0.964,
SXP/BTC,True,False,1e-08,0.1,0.1,2.63e-05,2.633e-05,2.643e-05,2.633e-05,spot,SXP,False,BTC,,False,True,1500.0,0.00037993920972644377,0.01464354527938343,0.0011406844106463879,0.238371153,9185.279668606803,2.669e-05,2.48e-05,
SXP/USD,True,False,0.0005,0.1,0.1,1.017,1.016,1.0175,1.017,spot,SXP,False,USD,,False,True,1500.0,-0.0024521824423737125,0.015984015984015984,0.0,1100866.4293,1100866.4293,1.0345,0.9625,
SXP/USDT,True,False,0.0005,0.1,0.1,1.0165,1.016,1.0175,1.0165,spot,SXP,False,USDT,,False,True,1500.0,-0.0009828009828009828,0.015992003998001,0.0,75806.5428,75798.583113006,1.033,0.9625,
